Name,Formula
Larisaite,Na(H3O)(UO2)3(Se4+O3)2O2(H2O)3·H2O
Larnite,Ca2(SiO4)
Larosite,"(Cu,Ag)21PbBiS13"
Larsenite,ZnPb(SiO4)
Lasalite,[Mg(H2O)6]2Na2V10O28(H2O)8
Lasmanisite,Ag12Pb13Mn11Sb44S96
Lasnierite,"(Ca,Sr)(Mg,Fe2+)2Al(PO4)3"
Latiumite,"(Ca,K)4(Si,Al)5O11(SO4,CO3)"
Latrappite,Ca2NbFe3+O6
Laueite,Mn2+Fe3+2(PO4)2(OH)2(H2O)6·2H2O
Laumontite,CaAl2Si4O12·4H2O
Launayite,"CuPb10(Sb,As)13S30"
Lauraniite,Cu6Cd2(SO4)2(OH)12(H2O)4∙H2O
Laurelite,Pb7F12Cl2
Laurentianite,[NbO(H2O)]3(Si2O7)2[Na(H2O)2]3
Laurentthomasite,Mg2K(Be2Al)Si12O30
Laurionite,PbCl(OH)
Laurite,RuS2
Lausenite,Fe3+2(SO4)3(H2O)5
Lautarite,Ca(IO3)2
Lautenthalite,PbCu4(SO4)2(OH)6(H2O)3
Lautite,CuAsS
Lavendulan,NaCaCu5(AsO4)4Cl(H2O)5
Låvenite,"(Na,Ca)4(Mn2+,Fe2+)2(Zr,Ti,Nb)2(Si2O7)2(O,F)4"
Laverovite,K2NaMn7Zr2(Si4O12)2O2(OH)4F
Lavinskyite,K(LiCu)Cu6(Si4O11)2(OH)4
Lavoisierite,Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12
Lavrentievite,Hg3S2Cl2
Lawrencite,FeCl2
Lawsonbauerite,Mn2+9Zn4(SO4)2(OH)22(H2O)8
Lawsonite,CaAl2(Si2O7)(OH)2(H2O)
Lazaraskeite,Cu(C2H3O3)2
Lazarenkoite,CaFe3+As3+3O7·3H2O
Lazaridisite,Cd3(SO4)3(H2O)6·2H2O
Lazerckerite,Ag3.75Pb4.50(Sb7.75Bi4)S24
Lazulite,MgAl2(PO4)2(OH)2
Lazurite,Na7Ca(Al6Si6O24)(SO4)(S3)-·H2O
Lead,Pb
Leadamalgam,HgPb2
Leadhillite,Pb4(SO4)(CO3)2(OH)2
Lebedevite,K4Na14Cu14O8(AsO4)8Cl6
Lechatelierite,SiO2
Lechnerite,Ag10Cu4HgPb33Sb58S128
Lecontite,(NH4)Na(SO4)(H2O)2
Lecoqite-(Y),Na3Y(CO3)3(H2O)6
Lednevite,Cu[PO3(OH)](H2O)
Leesite,K(H2O)2[(UO2)4O2(OH)5]·3H2O
Lefontite,Fe2Al2Be(PO4)2(OH)6
Legrandite,Zn2(AsO4)(OH)(H2O)
Leguernite,Bi12.67O14(SO4)5
Lehmannite,Na18Cu12TiO8(AsO4)8FCl5
Lehnerite,Mn2+(UO2)2(PO4)2·8H2O
Leifite,"Na7Be2(Si15Al3)O39(F,OH)2"
Leightonite,K2Ca2Cu(SO4)4(H2O)2
Leisingite,[Mg(H2O)6]Cu2MgTe6+O6
Leiteite,ZnAs3+2O4
Lemanskiite,NaCaCu5(AsO4)4Cl(H2O)3
Lemmleinite-Ba,"Na4K4Ba2+xTi8(Si4O12)4(OH,O)8·8H2O"
Lemmleinite-K,"Na4K8Ti8(Si4O12)4(OH,O)8·8H2O"
Lemoynite,Na2CaZr2Si10O26(H2O)5-6
Lenaite,AgFeS2
Lengenbachite,Ag4Cu2Pb18As12S39
Leningradite,PbCu3(VO4)2Cl2
Lennilenapeite,"K7(Mg,Mn2+,Fe2+,Zn)48(Si,Al)72(O,OH)216·16H2O"
Lenoblite,V4+2O4·2H2O
Leogangite,Cu10(AsO4)4(SO4)(OH)6(H2O)4·4H2O
Leonardsenite,MgAlF5(H2O)2
Leonite,K2Mg(SO4)2(H2O)4
Leószilárdite,Na6Mg(UO2)2(CO3)6(H2O)6
Lepageite,Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34]
Lepersonnite-(Gd),[Ca0.5Gd0.5(H2O)18(OH)1.5][Gd(UO2)12(SiO3OH)2    (CO3)4(OH)10O2(H2O)5]
Lepersonnite-(Nd),[Nd(H2O)18(OH)2][Nd(UO2)12(SiO3OH)2(CO3)4(OH)10O2(H2O)5]
Lepidocrocite,Fe3+O(OH)
Lepkhenelmite-Zn,"Ba2Zn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O"
Lermontovite,U4+(PO4)(OH)·H2O
Letnikovite-(Ce),(Na☐)Ca2Ce2[Si7O17(OH)]F4(H2O)4
Letovicite,(NH4)3H(SO4)2
Leucite,K(AlSi2O6)
Leucophanite,NaCaBeSi2O6F
Leucophoenicite,Mn2+7(SiO4)3(OH)2
Leucophosphite,KFe3+2(PO4)2(OH)(H2O)2
Leucosphenite,Na4BaTi2B2Si10O30
Leucostaurite,Pb2[B5O9]Cl(H2O)0.5
Levantite,KCa3Al2(SiO4)(Si2O7)(PO4)
Leverettite,Cu3CoCl2(OH)6
Levinsonite-(Y),YAl(SO4)2(C2O4)(H2O)4·8H2O
Lévyclaudite,"Pb8Cu3Sn7(Bi,Sb)3S28"
Lévyne-Ca,Ca3(Si12Al6)O36·18H2O
Lévyne-Na,Na6(Si12Al6)O36·18H2O
Leybovite-K,KCuNa(MgFe3+)(AsO4)3
Leydetite,Fe(UO2)(SO4)2(H2O)8∙3H2O
Lianbinite,(NH4)(C2H3O3)(C2H4O3)
Liandratite,U6+Nb2O8
Liangjunite,K2(Mo2O5)(SO4)2(H2O)3
Libbyite,(NH4)2(Na2☐)[(UO2)2(SO4)3(H2O)]2·7H2O
Liberite,Li2Be(SiO4)
Libethenite,Cu2(PO4)(OH)
Liddicoatite,Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3(OH)
Liebauite,Ca3Cu5Si9O26
Liebenbergite,Ni2(SiO4)
Liebermannite,KAlSi3O8
Liebigite,Ca2(UO2)(CO3)3(H2O)8·3H2O
Liguowuite,WO3
Likasite,Cu3(NO3)(OH)5(H2O)·H2O
Lileyite,Ba2Ti2Na(NaFe2+)Mg(Si2O7)2O2F2
Lillianite,Pb3-2xAgxBi2+xS6
Lime,CaO
Limousinite,BaCa[Be4P4O16]∙6H2O
Linarite,CuPb(SO4)(OH)2
Lindackerite,Cu5(AsO4)2(AsO3OH)2(H2O)8·H2O
Lindbergite,Mn(C2O4)(H2O)2
Lindgrenite,Cu3(Mo6+O4)2(OH)2
Lindqvistite,Pb2Mn2+Fe3+16O27
Lindsleyite,"(Ba,Sr)(Zr,Ca)(Fe,Mg)2(Ti,Cr,Fe)18O38"
Lindströmite,Pb3Cu3Bi7S15
Línekite,K2Ca3[(UO2)(CO3)3]2(H2O)8
Lingbaoite,AgTe3
Lingunite,NaAlSi3O8
Linnaeite,Co2+Co3+2S4
Lintisite,Na3LiTi2O2(SiO3)4(H2O)2
Linzhiite,FeSi2
Liottite,Na16Ca8Si18Al18O72(SO4)5Cl4
Lipscombite,Fe2+Fe3+2(PO4)2(OH)2
Lipuite,KNa8Mn3+5Mg0.5[Si12O30(OH)4](PO4)O2(OH)2(H2O)4
Liraite,NaCa2Mn2+2[Fe3+Fe2+]Mn2+2(PO4)6(H2O)2
Liroconite,Cu2Al(AsO4)(OH)4(H2O)4
Lisanite,CaNiP2O7
Lisetite,Na2CaAl4(SiO4)4
Lishiite,(Ca2☐)Sr3(CO3)5
Lishizhenite,ZnFe3+2(SO4)4·14H2O
Lisiguangite,CuPtBiS3
Lisitsynite,KBSi2O6
Liskeardite,"(Al,Fe)32(AsO4)18(OH)42(H2O)22·52H2O"
Lislkirchnerite,Pb6Al(OH)8Cl2(NO3)5·2H2O
Litharge,PbO
Lithiomarsturite,LiCaMn2+3Si5O14(OH)
Lithiophilite,LiMn2+(PO4)
Lithiophorite,"(Al,Li)(Mn4+,Mn3+)O2(OH)2"
Lithiophosphate,Li3(PO4)
Lithiotantite,LiTa3O8
Lithiowodginite,LiTa3O8
Lithosite,K3Al2Si4O12(OH)
Litidionite,KNaCuSi4O10
Litochlebite,Ag2PbBi4Se8
Litvinskite,Na3ZrSi6O13(OH)5
Liudongshengite,Zn4Cr2(OH)12(CO3)∙3H2O
Liuite,FeTiO3
Liveingite,Pb20As24S56
Liversidgeite,Zn6(PO4)4(H2O)5·2H2O
Livingstonite,HgSb4S6(S2)
Lizardite,Mg3Si2O5(OH)4
Llantenesite,Cu6Al[SeO4](OH)12Cl·3H2O
Lobanovite,K2Na(Fe2+4Mg2Na)Ti2(Si4O12)2O2(OH)4
Lokkaite-(Y),CaY4(CO3)7·9H2O
Löllingite,FeAs2
Lombardoite,Ba2Mn3+(AsO4)2(OH)
Lomonosovite,Na6Na2Ti2Na2Ti2(Si2O7)2(PO4)2O4
Londonite,CsBe4Al4(B11Be)O28
Lonecreekite,(NH4)Fe3+(SO4)2·12H2O
Lonsdaleite,C
Loomisite,Ba[Be2P2O8]⋅H2O
Loparite,(Na0.5REE0.5)TiO3
Lopatkaite,Pb5Sb3AsS11
Lópezite,K2Cr2O7
Lorándite,TlAsS2
Loranskite-(Y),"(Y,Ce,Ca)(Zr,Ta)2O6 (?)"
Lorenzenite,Na2Ti2O3(Si2O6)
Loseyite,Mn2+4Zn3(CO3)2(OH)10
Lotharmeyerite,CaZn2(AsO4)2(H2O)2
Loudounite,NaCa5Zr4Si16O40(OH)11·8H2O
Loughlinite,Na2Mg3Si6O16·8H2O
Louisfuchsite,Ca2(Mg4Ti2)(Al4Si2)O20
Lourenswalsite,"(K,Ba)2Ti4(Si,Al)6O14(OH)12"
Lovdarite,K2Na6Be4Si14O36·9H2O
Loveringite,"(Ca,Ce,La)(Zr,Fe)(Mg,Fe)2(Ti,Fe,Cr,Al)18O38"
Lovozerite,Na3CaZrSi6O15(OH)3
Löweite,Na12Mg7(SO4)13(H2O)15
Luanheite,Ag3Hg
Luanshiweiite,KLiAl1.5(Si3.5Al0.5)O10(OH)2
Luberoite,Pt5Se4
Luboržákite,Mn2AsSbS5
Lucabindiite,"(K,NH4)As4O6(Cl,Br)"
Lucasite-(Ce),CeTi2O5(OH)
Lucasite-(La),LaTi2O5(OH)
Lucchesiite,CaFe2+3Al6(Si6O18)(BO3)3(OH)3O
Luddenite,Cu2Pb2Si5O14·14H2O
Ludjibaite,Cu5(PO4)2(OH)4
Ludlamite,Fe2+3(PO4)2(H2O)4
Ludlockite,PbFe3+4As3+10O22
Ludwigite,Mg2Fe3+O2(BO3)
Lueshite,NaNbO3
Luetheite,CuAl(AsO4)(OH)2
Lukechangite-(Ce),Na3Ce2(CO3)4F
Lukkulaisvaaraite,Pd14Ag2Te9
Lukrahnite,CaCuFe3+(AsO4)2(OH)(H2O)
Lulzacite,Sr2Fe2+3Al4(PO4)4(OH)10
Lumsdenite,NaCa3Mg2(H2O)31(As3+V4+2V5+10As5+6O51)·14H2O
Lüneburgite,Mg3[B2(OH)6(PO4)2](H2O)6
Lunijianlaite,"Li0.7Al6.2(Si7Al)O20(OH,O)10"
Lun'okite,MgMn2+Al(PO4)2(OH)(H2O)4
Luobusaite,Fe0.84Si2
Luogufengite,Fe2O3
Lusernaite-(Y),"Y4Al(CO3)2(OH,F)11(H2O)4·2H2O"
Lussierite,Na10[(UO2)(SO4)4](SO4)2(H2O)3
Luxembourgite,AgCuPbBi4Se8
Luzonite,Cu3AsS4
Lyonsite,Cu2+3Fe3+4(VO4)6
Macaulayite,Fe3+24Si4O43(OH)2
Macdonaldite,BaCa4Si16O36(OH)2(H2O)6·4H2O
Macedonite,PbTiO3
Macfallite,Ca2Mn3+3(SiO4)(Si2O7)(OH)3
Machatschkiite,Ca6(AsO4)(AsO3OH)3(PO4)(H2O)12·3H2O
Machiite,Al2Ti3O9
Macivorite,(NH4)3Al5(PO3OH)6(PO4)2(H2O)12·6H2O
Mackayite,Fe3+Te4+2O5(OH)
Mackinawite,FeS
Macphersonite,Pb4(SO4)(CO3)2(OH)2
Macquartite,Cu2Pb7(CrO4)4(SiO4)2(OH)2
Macraeite,[K(H2O)]Mn2(Fe2Ti)(PO4)4[O(OH)](H2O)10·4H2O
Madeiraite,Na2Ca2Fe2Zr2(Si2O7)2O2F2
Madocite,"Pb19(Sb,As)16S43"
Magadiite,[Na2(H2O)8]Si14O28(OH)2
Magbasite,KBaFe3+Mg7Si8O22(OH)2F6
Magganasite,CuFe3+3O(AsO4)3
Maghagendorfite,Na2MgFe2+Fe3+(PO4)3
Maghemite,(Fe3+0.67☐0.33)Fe3+2O4
Maghrebite,MgAl2(AsO4)2(OH)2(H2O)6·2H2O
Magnanelliite,K3Fe3+2(SO4)4(OH)(H2O)2
Magnéliite,Ti3+2Ti4+2O7
Magnesioalterite,Mg2Fe3+4(SO4)4(C2O4)2(OH)4(H2O)12·5H2O
Magnesio-arfvedsonite,NaNa2(Mg4Fe3+)Si8O22(OH)2
Magnesioaubertite,MgAl(SO4)2Cl·14H2O
Magnesiobeltrandoite-2N 3S,(Mg6Al2)(Al18Fe3+2)O38(OH)2
Magnesiobermanite,MgMn3+2(PO4)2(OH)2(H2O)4
Magnesiocanutite,Na☐MnMg2[AsO4]2[AsO2(OH)2]
Magnesiocarpholite,MgAl2Si2O6(OH)4
Magnesiochloritoid,MgAl2O(SiO4)(OH)2
Magnesiochlorophoenicite,"Mg3Zn2(AsO4)(OH,O)6"
Magnesiochromite,MgCr2O4
Magnesiocopiapite,MgFe3+4(SO4)6(OH)2(H2O)14·6H2O
Magnesiocoulsonite,MgV2O4
Magnesiodumortierite,MgAl6BSi3O17(OH)
Magnesio-dutrowite,Na(Mg2.5Ti0.5)Al6(Si6O18)(BO3)3(OH)3O
Magnesio-ferri-fluoro-hornblende,☐Ca2(Mg4Fe3+)(Si7Al)O22F2
Magnesio-ferri-hornblende,☐Ca2(Mg4Fe3+)[(Si7Al)O22](OH)2
Magnesioferrite,MgFe3+2O4
Magnesiofluckite,CaMg(AsO3OH)2(H2O)2
Magnesio-fluoro-arfvedsonite,NaNa2(Mg4Fe3+)Si8O22F2
Magnesio-fluoro-hastingsite,NaCa2(Mg4Fe3+)(Si6Al2)O22F2
Magnesio-foitite,☐(Mg2Al)Al6(Si6O18)(BO3)3(OH)3(OH)
Magnesio-hastingsite,NaCa2(Mg4Fe3+)(Si6Al2)O22(OH)2
Magnesiohatertite,NaNaCa(MgFe3+)(AsO4)3
Magnesiohögbomite-2N 2S,"(Mg,Fe,Al,Ti)22(O,OH)32"
Magnesiohögbomite-2N 3S,"(Mg,Fe,Zn,Ti)4(Al,Fe)10O19(OH)"
Magnesiohögbomite-2N 4S,(Mg8.43Fe2+1.57)Al22Ti4+2O46(OH)2]
Magnesiohögbomite-6N 12S,Mg5Al11TiO23(OH)
Magnesiohögbomite-6N 6S,"(Mg,Al,Fe)3(Al,Ti)8O15(OH)"
Magnesiohongruiite-(Fe3+),(Mg2Fe3+)Fe3+NbO7(OH)
Magnesio-hornblende,☐Ca2(Mg4Al)(Si7Al)O22(OH)2
Magnesiohulsite,Mg2Fe3+O2(BO3)
Magnesiokoritnigite,Mg(AsO3OH)(H2O)
Magnesioleydetite,Mg(UO2)(SO4)2(H2O)7·4H2O
Magnesio-lucchesiite,CaMg3Al6(Si6O18)(BO3)3(OH)3O
Magnesioneptunite,"KNa2Li(Mg,Fe)2Ti2Si8O24"
Magnesionigerite-2N 1S,"(Mg,Al,Zn)2(Al,Sn)6O11(OH)"
Magnesionigerite-6N 6S,"(Mg,Al,Zn)3(Al,Sn,Fe)8O15(OH)"
Magnesiopascoite,Ca2MgV5+10O28(H2O)16
Magnesioqingheiite,Na2Mg(MgAl)(PO4)3
Magnesio-riebeckite,☐Na2(Mg3Fe3+2)Si8O22(OH)2
Magnesiorowlandite-(Y),"Y4(Mg,Fe)(Si2O7)2F2"
Magnesiostaurolite,"Mg(Mg,Li)3(Al,Mg)18Si8O44(OH)4"
Magnesiotaaffeite-2N '2S,Mg3BeAl8O16
Magnesiotaaffeite-6N' 3S,Mg2BeAl6O12
Magnesiovesuvianite,Ca19Mg(Al11Mg)Si18O69(OH)9
Magnesiovoltaite,K2Mg5Fe3+3Al(SO4)12(H2O)18
Magnesiozippeite,Mg(UO2)2(SO4)O2(H2O)3.5
Magnesite,Mg(CO3)
Magnetite,Fe2+Fe3+2O4
Magnetoplumbite,PbFe3+12O19
Magnioursilite,Mg4(UO2)4(Si2O5)5(OH)6·20H2O
Magnolite,Hg1+2(Te4+O3)
Magnussonite,"Mn2+9(As3+O3)6Mn1+x(H2O,Clx,☐)"
Magselite,[Mg(H2O)6](Se4+O3)
Mahnertite,"(Na,Ca,K)Cu3(AsO4)2Cl(H2O)3·2H2O"
Maikainite,Cu10Fe3MoGe3S16
Majakite,PdNiAs
Majindeite,Mg2Mo4+3O8
Majorite,Mg3(MgSi)(SiO4)3
Majzlanite,K2Na(ZnNa)Ca(SO4)4
Makarochkinite,Ca4[Fe2+8Fe3+2Ti2]O4[Si8Be2Al2O36]
Makatite,Na2Si4O8(OH)2(H2O)4
Mäkinenite,NiSe
Makotoite,Ag12(Cu3Au)S8
Makovickyite,Cu1.12Ag0.81Pb0.27Bi5.35S9
Malachite,Cu2(CO3)(OH)2
Malanite,Cu1+(Ir3+Pt4+)S4
Malayaite,CaSnO(SiO4)
Maldonite,Au2Bi
Maleevite,BaB2Si2O8
Maletoyvayamite,Au3Se4Te6
Malhmoodite,Fe2+Zr(PO4)2(H2O)4
Malinkoite,NaBSiO4
Malladrite,Na2SiF6
Mallardite,Mn(SO4)(H2O)6·H2O
Mallestigite,Pb3Sb(SO4)(AsO4)(OH)6(H2O)3
Malyshevite,PdCuBiS3
Mambertiite,BiMo5+2.8O8(OH)
Mammothite,Pb6Cu4AlSb5+O2(SO4)2Cl4(OH)16
Mampsisite,Ca4Al2(OH)12(CO3)·5H2O
Manaevite-(Ce),"Ca11(Ce,H2O,Ca)8Mg(Al,Fe)4(Mg,Ti,Fe3+)8[Si2O7]4   [(SiO4)8(H4O4)2](OH)9"
Manaksite,KNaMn2+Si4O10
Manandonite,Li2Al4(Si2AlB)O10(OH)8
Mandarinoite,Fe3+2(SeO3)3(H2O)3⋅3H2O
Maneckiite,(Na☐)Ca2Fe2+2(Fe3+Mg)Mn2(PO4)6(H2O)2
Manganarsite,Mn2+3As3+2O4(OH)4
Manganbabingtonite,Ca2Mn2+Fe3+Si5O14(OH)
Manganbelyankinite,"Mn2+(Ti,Nb)5O12·9H2O"
Manganberzeliite,(NaCa2)Mn2+2(AsO4)3
Manganflurlite,ZnMn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O
Mangangordonite,Mn2+Al2(PO4)2(OH)2(H2O)6·2H2O
Manganhumite,Mn2+7(SiO4)3(OH)2
Manganiakasakaite-(La),CaLa(Mn3+AlMn2+)(Si2O7)(SiO4)O(OH)
Manganiandrosite-(Ce),MnCe(Mn3+AlMn2+)(Si2O7)(SiO4)O(OH)
Manganiandrosite-(La),MnLa(Mn3+AlMn2+)(Si2O7)(SiO4)O(OH)
Manganiceladonite,KMgMn3+Si4O10(OH)2
Mangani-dellaventuraite,NaNa2(MgMn3+2Ti4+Li)Si8O22O2
Mangani-eckermannite,NaNa2(Mg4Mn3+)Si8O22(OH)2
Manganilvaite,CaFe2+Fe3+Mn2+(Si2O7)O(OH)
Mangani-obertiite,NaNa2(Mg3Mn3+Ti4+)Si8O22O2
Mangani-pargasite,NaCa2(Mg4Mn3+)(Si6Al2)O22(OH)2
Manganite,Mn3+O(OH)
Manganlotharmeyerite,CaMn3+2(AsO4)2(OH)2
Manganoarrojadite-(KNa),KNa5MnFe13Al(PO4)11(PO3OH)(OH)2
Manganobadalovite,NaNaMn(MgFe3+)(AsO4)3
Manganoblödite,Na2Mn(SO4)2(H2O)4
Manganochromite,Mn2+Cr2O4
Manganoeudialyte,"Na14Ca6Mn3Zr3[Si26O72(OH)2](H2O,Cl,O,OH)6"
Mangano-ferri-eckermannite,NaNa2(Mn2+4Fe3+)Si8O22(OH)2
Manganohatertite,NaNaCa(MnFe3+)(AsO4)3
Manganohörnesite,Mn2+3(AsO4)2(H2O)8
Manganokaskasite,"(Mo,Nb)S2·(Mn1-xAlx)(OH)2+x"
Manganokhomyakovite,"Na12Sr3Ca6Mn3Zr3W(Si25O73)(O,OH,H2O)3  (Cl,OH)2"
Manganokukisvumite,Na6MnTi4Si8O28(H2O)4
Manganolangbeinite,K2Mn2+2(SO4)3
Mangano-mangani-ungarettiite,NaNa2(Mn2+2Mn3+3)Si8O22O2
Manganonaujakasite,Na6Mn2+Al4Si8O26
Manganoneptunite,KNa2LiMn2+2Ti2Si8O24
Manganonewberyite,Mn(PO3OH)(H2O)3
Manganonordite-(Ce),Na3SrCeMn2+Si6O17
Manganoquadratite,AgMnAsS3
Manganoschafarzikite,Mn2+Sb3+2O4
Manganosegelerite,Mn2+2Fe3+(PO4)2(OH)(H2O)4
Manganosite,MnO
Manganostibite,Mn2+7Sb5+As5+O12
Manganotychite,Na6Mn2+2(CO3)4(SO4)
Manganrockbridgeite,Mn2+2Fe3+3(PO4)3(OH)4(H2O)
Manganvesuvianite,Ca19Mn3+Al10Mg2(SiO4)10(Si2O7)4O(OH)9
Mangazeite,Al2(SO4)(OH)4·3H2O
Manitobaite,Na16Mn25Al8(PO4)30
Manjiroite,Na(Mn4+7Mn3+)O16
Mannardite,Ba(Ti6V3+2)O16
Mansfieldite,Al(AsO4)(H2O)2
Mantienneite,(H2O)2Mg2(Al2Ti)(PO4)4(OH)2(H2O)10·4H2O
Manuelarossiite,PbCaAlF7
Maohokite,MgFe2O4
Maoniupingite-(Ce),"(Ce,Ca)4(Fe3+,Ti,Fe2+,☐)(Ti,Fe3+,Fe2+,Nb)4Si4O22"
Mapimite,Zn2Fe3+3(AsO4)3(OH)4(H2O)4·6H2O
Mapiquiroite,"(Sr,Pb)(U,Y)Fe2(Ti,Fe3+)18O38"
Marathonite,Pd25Ge9
Marcasite,FeS2
Marchettiite,(NH4)C5H3N4O3
Marcobaldiite,Pb12(Sb3As2Bi)S21
Marécottite,[Mg(H2O)6]3[(UO2)4O3(OH)(SO4)2]2·8H2O
Margaritasite,Cs2(UO2)2(VO4)2·H2O
Margarite,CaAl2Si2Al2O10(OH)2
Margarosanite,Ca2PbSi3O9
Mariakrite,[Ca4Al2(OH)12(H2O)4][Fe2S4]
Marialite,Na4Al3Si9O24Cl
Marićite,NaFe2+(PO4)
Maricopaite,"Ca2Pb7(Si36Al12)O99·n (H2O,OH)"
Mariinskite,BeCr2O4
Marinaite,Cu2Fe3+O2(BO3)
Marinellite,Na42Ca6Al36Si36O144(SO4)8Cl2(H2O)6
Marioantofilliite,[Cu4Al2(OH)12](CO3)(H2O)3
Markascherite,Cu3(MoO4)(OH)4
Markcooperite,Pb2(UO2)TeO6
Markeyite,Ca9(UO2)4(CO3)13·28H2O
Markhininite,TlBi(SO4)2
Marklite,Cu5(CO3)2(OH)6·6H2O
Markwelchite,TlPbSbS3
Marokite,CaMn3+2O4
Marrite,AgPbAsS3
Marrucciite,Hg3Pb16Sb18S46
Marsaalamite-(Y),Y(MoO4)(OH)
Marshite,CuI
Marsturite,NaCaMn2+3Si5O14(OH)
Marthozite,Cu2+(UO2)3(Se4+O3)2O2(H2O)4·4H2O
Martinandresite,Ba2(Al4Si12O32)·10H2O
Martinite,"(Na,☐,Ca)12Ca4(Si,S,B)14B2O38(OH,Cl)2F2(H2O)4"
Martyite,Zn3V2O7(OH)2·2H2O
Marumoite,Pb32As40S92
Maruyamaite,K(MgAl2)(Al5Mg)(BO3)3(Si6O18)(OH)3O
Masaitisite,KCu5O2(SeO3)2Cl3
Mascagnite,(NH4)2(SO4)
Maslovite,PtBiTe
Massicot,PbO
Masutomilite,"KLiAlMn2+(Si3Al)O10(F,OH)2"
Masuyite,Pb(UO2)3O3(OH)2(H2O)3
Mathesiusite,K5(UO2)4(SO4)4(VO5)(H2O)4
Mathewrogersite,"Pb7FeAl3GeSi12O36(OH,H2O)6"
Mathiasite,"(K,Ba,Sr)(Zr,Fe)(Mg,Fe)2(Ti,Cr,Fe)18O38"
Matildite,AgBiS2
Matioliite,NaMgAl5(PO4)4(OH)6(H2O)2
Matlockite,PbClF
Matsubaraite,Sr4Ti5O8(Si2O7)2
Mattagamite,CoTe2
Matteuccite,NaH(SO4)(H2O)
Mattheddleite,Pb5(SiO4)1.5(SO4)1.5Cl
Matthiasweilite,PbTe4+O3
Matulaite,Fe3+Al7(PO4)4(PO3OH)2(OH)8(H2O)8·8H2O
Matyhite,Ca9(Ca0.5☐0.5)Fe2+(PO4)7
Maucherite,Ni11As8
Mauriziodiniite,(NH4)(As2O3)2I
Maurogemmiite,Ti10Fe3O3
Mavlyanovite,Mn5Si3
Mawbyite,PbFe3+2(AsO4)2(OH)2
Mawsonite,Cu6Fe2SnS8
Maxwellite,NaFe3+(AsO4)F
Mayingite,IrBiTe
Mazorite,Ba3(PO4)2
Mazzettiite,Ag3HgPbSbTe5
Mazzite-Mg,Mg5(Si26Al10)O72·30H2O
Mazzite-Na,Na8(Si28Al8)O72·30H2O
Mbobomkulite,"(Ni,Cu)Al4(NO3,SO4)2(OH)12(H2O)3"
Mcallisterite,Mg2[B6O7(OH)6]2·9H2O
Mcalpineite,Cu3Te6+O6
Mcauslanite,Fe2+3Al2(PO4)3(PO3OH)F·18H2O
Mcbirneyite,Cu3(VO4)2
Mcconnellite,Cu1+CrO2
Mccrillisite,"NaCs(Be,Li)Zr2(PO4)4·1-2H2O"
Mcgillite,Mn2+8Si6O15(OH)8Cl2
Mcgovernite,"Zn3(Mn2+,Mg,Fe3+,Al)42(As3+O3)2(As5+O4)4  [(Si,As5+)O4]8(OH)42"
Mcguinnessite,CuMg(CO3)(OH)2
Mckelveyite-(Nd),NaCaBa3Nd(CO3)6(H2O)3
Mckelveyite-(Y),NaCaBa3Y(CO3)6(H2O)3
Mckinstryite,Ag5Cu3S4
Mcnearite,NaCa5(AsO4)(AsO3OH)4·4H2O
Medaite,Mn2+6V5+Si5O18(OH)
Medenbachite,Bi2Fe3+Cu2+(AsO4)2O(OH)3
Medvedevite,KMn2+V2O6Cl(H2O)2
Meerschautite,"(Ag,Cu)5.5Pb42.4(Sb,As)45.1S112O0.8"
Megacyclite,KNa8Si9O18(OH)9·19H2O
Megakalsilite,KAlSiO4
Megawite,CaSnO3
Meieranite,Na2Sr3MgSi6O17
Meierite,Ba44Si66Al30O192Cl25(OH)33
Meifuite,KFe6(Si7Al)O19(OH)4Cl2
Meionite,Ca4Al6Si6O24(CO3)
Meisserite,Na5(UO2)(SO4)3(SO3OH)(H2O)
Meitnerite,(NH4)(UO2)(SO4)(OH)·2H2O
Meixnerite,Mg6Al2(OH)16(OH)2·4H2O
Meizhouite,Fe2+V3+2(PO4)2(OH)2
Mejillonesite,NaMg2(PO3OH)(PO4)(OH)·H5O2
Melanarsite,K3Cu7Fe3+O4(AsO4)4
Melanocerite-(Ce),"Ce5(SiO4,BO4)3(OH,O)"
Melanophlogite,C2H17O5·Si46O92
Melanostibite,Mn2+2Fe3+Sb5+O6
Melanotekite,Pb2Fe3+2O2(Si2O7)
Melanothallite,Cu2OCl2
Melanovanadite,"Ca(V5+,V4+)4O10·5H2O"
Melansonite,Na☐2KZrSi8O19(H2O)5
Melanterite,Fe(SO4)(H2O)6·H2O
Melcherite,Ba2Na2Mg[Nb6O19]·6H2O
Meliphanite,"Ca4(Na,Ca)4Be4AlSi7O24(F,O)4"
Melkovite,CaFe3+2Mo5O10(PO4)2(OH)12·8H2O
Melliniite,"(Ni,Fe)4P"
Mellite,Al2C6(COO)6·16H2O
Mellizinkalite,K3Zn2Cl7
Melonite,NiTe2
Mélonjosephite,CaFe2+Fe3+(PO4)2(OH)
Menchettiite,Pb5Mn3Ag2Sb6As4S24
