Name,Formula
Fritzscheite,"Mn2+(UO2)2(VO4,PO4)2·4H2O"
Frohbergite,FeTe2
Frolovite,Ca[B(OH)4]2
Frondelite,(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5
Froodite,PdBi2
Fuchunite,Ba(C2H3O3)2(C2H4O3)2
Fuenzalidaite,K3Na5Mg5(IO3)6(SO4)6(H2O)6
Fuettererite,Pb3Cu2+6Te6+O6(OH)7Cl5
Fukalite,Ca4Si2O6(CO3)(OH)2
Fukuchilite,Cu3FeS8
Fulbrightite,Ca(VO)2(AsO4)2(H2O)3∙H2O
Fülöppite,Pb3Sb8S15
Furongite,Al4(UO2)4(PO4)6(OH)2(H2O)10·9.5H2O
Furutobeite,"(Cu,Ag)6PbS4"
Fuyuanite,Mg7Nb6O18(OH)8
Gabrielite,Tl2AgCu2As3S7
Gabrielsonite,PbFe3+(AsO3)O
Gachingite,Au(Te1-xSex)     (0.2  x  0.5)
Gadolinite-(Ce),Ce2Fe2+Be2O2(SiO4)2
Gadolinite-(Nd),Nd2Fe2+Be2O2(SiO4)2
Gadolinite-(Y),Y2Fe2+Be2O2(SiO4)2
Gagarinite-(Ce),NaCaCeF6
Gagarinite-(Y),NaCaYF6
Gageite,Mn2+21Si8O27(OH)20
Gahnite,ZnAl2O4
Gaidonnayite,Na2ZrSi3O9(H2O)2
Gaildunningite,"Hg2+3[NHg2+2]18(Cl,I)24"
Gainesite,"Na2(Be,Li)Zr2(PO4)4·1.5H2O"
Gaitite,Ca2Zn(AsO4)2(H2O)2
Gajardoite,KCa0.5As3+4O6Cl2(H2O)3·2H2O
Gajardoite-(NH4),(NH4)As3+4O6Cl2(Ca0.5☐0.5)(H2O)3·2H2O
Galaxite,Mn2+Al2O4
Galeaclolusite,Al6(AsO4)3(OH)9(H2O)4·8H2O
Galeite,Na15(SO4)5ClF4
Galena,PbS
Galenobismutite,PbBi2S4
Galgenbergite-(Ce),CaCe2(CO3)4(H2O)
Galileiite,Na3Fe2+Fe2+11(PO4)9
Galkhaite,(Hg5Cu)CsAs4S12
Galliskiite,Ca4Al2(PO4)2F8(H2O)5
Gallite,CuGaS2
Gallobeudantite,PbGa3(AsO4)(SO4)(OH)6
Galloplumbogummite,"Pb(Ga,Al,Ge)3(PO4)2(OH)6"
Galuskinite,Ca7(SiO4)3(CO3)
Gamagarite,Ba2Fe3+(VO4)2(OH)
Gananite,BiF3
Ganomalite,Pb9Ca6(Si2O7)4(SiO4)O
Ganophyllite,"KxMn2+6(Si,Al)10O24(OH)4( H2O)n                            (x  = 1-2; n  = 7-11)"
Ganterite,"Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2"
Gaotaiite,Ir3Te8
Garavellite,FeSbBiS4
Garmite,CsLiMg2(Si4O10)F2
Garpenbergite,Mn6☐AsSbO10(OH)2
Garrelsite,NaBa3B7Si2O16(OH)4
Garronite-Ca,Ca3(Al6Si10O32)·14H2O
Garronite-Na,Na6(Al6Si10O32)·8.5H2O
Gartrellite,PbCuFe3+(AsO4)2(OH)(H2O)
Garutiite,"(Ni,Fe,Ir)"
Garyansellite,Mg2Fe3+(PO4)2(OH)(H2O)2
Gasparite-(Ce),Ce(AsO4)
Gasparite-(La),La(AsO4)
Gaspéite,Ni(CO3)
Gatedalite,ZrMn2+2Mn3+4O8(SiO4)
Gatehouseite,Mn2+5(PO4)2(OH)4
Gatelite-(Ce),"(Ca,Ce)4(Al,Mg,Fe)4(Si2O7)(SiO4)3(O,F,OH)3"
Gatewayite,Ca6(H2O)23(As3+V4+3V5+9As5+6O51)·8H2O
Gatumbaite,CaAl2(PO4)2(OH)2·H2O
Gaudefroyite,Ca4Mn3+3(BO3)3(CO3)O3
Gaultite,Na4Zn2Si7O18(H2O)5
Gauthierite,KPb(UO2)7O5(OH)7(H2O)4·4H2O
Gayite,NaMnFe5(PO4)4(OH)6(H2O)2
Gaylussite,Na2Ca(CO3)2(H2O)5
Gazeevite,BaCa6(SiO4)2(SO4)2O
Gearksutite,CaAlF4(OH)(H2O)
Gebhardite,Pb8As3+4O11Cl6
Gedrite,☐Mg2(Mg3Al2)(Si6Al2)O22(OH)2
Geerite,Cu8S5
Geffroyite,"(Cu,Fe,Ag)9Se8"
Gehlenite,Ca2Al(SiAl)O7
Geigerite,Mn2+5(AsO4)2(AsO3OH)2(H2O)8·2H2O
Geikielite,MgTiO3
Gelosaite,BiMo6+(2-5x)Mo5+6x O7(OH)(H2O)   [0 < x  < 0.4]
Geminite,Cu2+(AsO3OH)(H2O)
Gengenbachite,KFe3(H2PO4)2(HPO4)4(H2O)6
Genkinite,Pt4Sb3
Genplesite,Ca3Sn(SO4)2(OH)6(H2O)3
Genthelvite,Be3Zn4(SiO4)3S
Geocronite,Pb14Sb6S23
Georgbarsanovite,"Na12(Mn,Sr,REE )3Ca6Fe2+3Zr3NbSi25O76Cl2·H2O"
Georgbokiite,Cu5O2(Se4+O3)2Cl2
Georgechaoite,KNaZrSi3O9(H2O)2
George-ericksenite,Na6CaMg(IO3)6(CrO4)2(H2O)12
Georgeite,[Cu(OH)2-x(H2O)x][CO3]x/2
Georgerobinsonite,Pb4(CrO4)2(OH)2FCl
Georgiadesite,Pb4(As3+O3)Cl4(OH)
Gerasimovskite,"Mn2+(Ti,Nb)5O12·9H2O (?)"
Gerdtremmelite,ZnAl2(AsO4)(OH)5
Gerenite-(Y),"(Ca,Na,☐)2Y3Si6O18(H2O)2"
Gerhardtite,Cu2(NO3)(OH)3
Germanite,Cu13Fe2Ge2S16
Germanocolusite,Cu13VGe3S16
Gersdorffite,NiAsS
Gerstleyite,"Na2(Sb,As)8S13(H2O)2"
Gerstmannite,Mn2+MgZn(SiO4)(OH)2
Geschieberite,K2(UO2)(SO4)2(H2O)2
Getchellite,SbAsS3
Geuerite,Ag2Tl4Pb4As22S40
Geversite,PtSb2
Ghiaraite,CaCl2(H2O)4
Giacovazzoite,K5Fe3+3O(SO4)6(H2O)9·H2O
Gianellaite,(Hg2N)2(SO4)(H2O)x
Gibbsite,Al(OH)3
Giessenite,"(Cu,Fe)2Pb26.4(Bi,Sb)19.6S57"
Giftgrubeite,CaMn2Ca2(AsO3OH)2(AsO4)2(H2O)4
Gilalite,Cu5Si6O17·7H2O
Gillardite,Cu3NiCl2(OH)6
Gillespite,BaFe2+Si4O10
Gillulyite,Tl2As7.5Sb0.3S13
Gilmarite,Cu2+3(AsO4)(OH)3
Ginelfite,"Ag2(Ag0.5Fe2+0.5)TlPb23.5(Sb,As)33.5S76"
Giniite,Fe2+Fe3+4(PO4)4(OH)2(H2O)2
Ginorite,Ca2B14O20(OH)6(H2O)3·2H2O
Giorgiosite,Mg5(CO3)4(OH)2·5H2O
Giraudite-(Zn),Cu6(Cu4Zn2)As4Se13
Girvasite,NaCa2Mg3(PO4)3(CO3)(H2O)6
Gismondine-Ca,Ca2(Si4Al4)O16·8H2O
Gismondine-Sr,Sr4(Si8Al8O32)·9H2O
Gittinsite,CaZrSi2O7
Giuşcăite,Ag2Tl4Pb4As20Sb2S40
Giuseppettite,Na42K16Ca6Si48Al48O192(SO4)10Cl2(H2O)5
Gjerdingenite-Ca,"K2Ca(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O"
Gjerdingenite-Fe,"K2Fe(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O"
Gjerdingenite-Mn,"K2Mn(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O"
Gjerdingenite-Na,"K2Na(Nb,Ti)4(Si4O12)2(OH,O)4·5H2O"
Gladite,CuPbBi5S9
Gladiusite,Fe3+2Fe2+4(PO4)(OH)11(H2O)
Gladkovskyite,MnTlAs3S6
Glagolevite,"Na(Mg,Al)6(Si3Al)O10(OH,O)8"
Glauberite,Na2Ca(SO4)2
Glaucocerinite,"(Zn1-x Alx )(SO4)x /2(OH)2·n H2O (x  < 0.5, n  > 3x /2)"
Glaucochroite,CaMn2+(SiO4)
Glaucodot,(Co0.5Fe0.5)AsS
Glaucophane,☐Na2(Mg3Al2)Si8O22(OH)2
Glaukosphaerite,CuNi(CO3)(OH)2
Glecklerite,Na(C2H3O3)
Glikinite,Zn3O(SO4)2
Glucine,CaBe4(PO4)2(OH)4·0.5H2O
Glushinskite,Mg(C2O4)(H2O)2
Gmalimite,K6☐Fe2+24S27
Gmelinite-Ca,Ca2(Si8Al4)O24·11H2O
Gmelinite-K,K4(Si8Al4)O24·11H2O
Gmelinite-Na,Na4(Si8Al4)O24·11H2O
Gobbinsite,Na5(Si11Al5)O32·11H2O
Gobelinite,CoCu4(SO4)2(OH)6(H2O)6
Godlevskite,"(Ni,Fe)9S8"
Godovikovite,(NH4)Al(SO4)2
Goedkenite,Sr2Al(PO4)2(OH)
Goethite,FeO(OH)
Gold,Au
Goldfieldite,(Cu4☐2)Cu6Te4S13
Goldhillite,Cu5Zn(AsO4)2(OH)6(H2O)
Goldichite,KFe3+(SO4)2(H2O)4
Goldmanite,Ca3V3+2(SiO4)3
Goldquarryite,CuCd2Al3(PO4)4F3(H2O)10
Goldschmidtite,KNbO3
Golyshevite,Na10Ca9Zr3Fe2SiNb(Si3O9)2(Si9O27)2(OH)3(CO3)  ·H2O
Gonnardite,"(Na,Ca)2(Si,Al)5O10·3H2O"
Gonyerite,Mn2+5Fe3+(Si3Fe3+O10)(OH)8
Goosecreekite,Ca(Si6Al2)O16·5H2O
Gorbunovite,"CsLi2(Ti,Fe3+)Si4O10(F,OH,O)2"
Gorceixite,BaAl3(PO4)(PO3OH)(OH)6
Gordaite,NaZn4(SO4)(OH)6Cl(H2O)6
Gordonite,MgAl2(PO4)2(OH)2(H2O)6·2H2O
Gorerite,Ca[AlFe3+11]O19
Görgeyite,K2Ca5(SO4)6·H2O
Gormanite,Fe2+3Al4(PO4)4(OH)6(H2O)2
Gortdrumite,Cu24Fe2Hg9S23
Goryainovite,Ca2(PO4)Cl
Goslarite,Zn(SO4)(H2O)6·H2O
Gottardiite,Na3Mg3Ca5Al19Si117O272·93H2O
Gottlobite,CaMg(VO4)(OH)
Götzenite,Ca4NaCa2Ti(Si2O7)2(OF)F2
Goudeyite,Cu6Al(AsO4)3(OH)6(H2O)3
Gowerite,Ca(H2O)[B5O8(OH)][B(OH)3]·2H2O
Goyazite,SrAl3(PO4)(PO3OH)(OH)6
Graemite,Cu2+(Te4+O3)·H2O
Graeserite,Fe3+4Ti3As3+O13(OH)
Graftonite,Fe2+Fe2+2(PO4)2
Graftonite-(Ca),CaFe2+2(PO4)2
Graftonite-(Mn),MnFe2+2(PO4)2
Grahampearsonite,Ca2P2O7
Gramaccioliite-(Y),"(Pb,Sr)(Y,Mn)Fe3+2(Ti,Fe3+)18O38"
Grammatikopoulosite,NiVP
Grandaite,Sr2Al(AsO4)2(OH)
Grandidierite,MgAl3O2(BO3)(SiO4)
Grandreefite,Pb2(SO4)F2
Grandviewite,Cu3Al2(SO4)(OH)10(H2O)
Grantsite,"(Na,Ca)2+x(V5+,V4+)6O16·4H2O"
Graphite,C
Graţianite,MnBi2S4
Gratonite,Pb9As4S15
Grattarolaite,Fe3+3O3(PO4)
Graulichite-(Ce),CeFe3+3(AsO4)2(OH)6
Graulichite-(La),LaFe3+3(AsO4)2(OH)6
Gravegliaite,Mn2+(S4+O3)(H2O)3
Grayite,"(Th,Pb,Ca)(PO4)·H2O"
Grechishchevite,Hg3S2BrCl0.5I0.5
Greenalite,"(Fe2+,Fe3+)2-3Si2O5(OH)4"
Greenlizardite,(NH4)Na(UO2)2(SO4)2(OH)2(H2O)3·H2O
Greenockite,CdS
Greenwoodite,"Ba2-x(V3+OH)xV3+9(Fe3+,Fe2+)2Si2O22"
Gregoryite,Na2(CO3)
Greifensteinite,Ca2Be4Fe2+5(PO4)6(OH)4(H2O)6
Greigite,Fe2+Fe3+2S4
Grenmarite,Na2Zr2Na2MnZr(Si2O7)2O2F2
Grguricite,CaCr2(CO3)2(OH)4(H2O)3·H2O
Griceite,LiF
Griffinite,Al2TiO5
Grigorievite,Cu3Fe3+2Al2(VO4)6
Grimaldiite,CrO(OH)
Grimmite,NiCo2S4
Grimselite,K3Na(UO2)(CO3)3(H2O)
Griphite,"Ca(Mn2+,Na,Li)6Fe2+Al2(PO4)6(F,OH)2"
Grischunite,NaCa2Mn2+5Fe3+(AsO4)6(H2O)2
Gritsenkoite,CoMg2(AsO4)2(H2O)8
Groatite,☐NaCaMn2(PO4)(HPO4)2
Grokhovskyite,CuCrS2
Grootfonteinite,Pb3O(CO3)2
Grossite,CaAl4O7
Grossmanite,"Ca(Ti3+,Mg,Ti4+)AlSiO6"
Grossular,Ca3Al2(SiO4)3
Groutite,Mn3+O(OH)
Grumantite,NaSi2O4(OH)(H2O)
Grumiplucite,HgBi2S4
Grundmannite,CuBiSe2
Grunerite,☐Fe2+2Fe2+5Si8O22(OH)2
Gruzdevite,Cu6Hg3Sb4S12
Guanacoite,MgCu2Mg2(AsO4)2(OH)4(H2O)4
Guanajuatite,Bi2Se3
Guangyuanite,Pb3Cl3(Se4+O3)(OH)
Guanine,C5H3(NH2)N4O
Guarinoite,Zn6(SO4)(OH)10·5H2O
Guastoniite-(Y),Pb4(YCa)(Si8B4O28)F
Gudmundite,FeSbS
Guérinite,Ca6(HAsO4)3(AsO4)2(H2O)9·1.5H2O
Guettardite,PbSbAsS4
Gugiaite,Ca2BeSi2O7
Guidottiite,Mn2Fe3+(SiFe3+)O5(OH)4
Guildite,CuFe3+(SO4)2(OH)(H2O)4
Guilleminite,Ba(UO2)3(Se4+O3)2O2(H2O)3·H2O
Guimarãesite,Ca2Be4Zn5(PO4)6(OH)4(H2O)6
Guite,Co2+Co3+2O4
Guixiangite,NiBiS
Gungerite,TlAs5Sb4S13
Gunmaite,(Na2Sr)Sr2Al10(PO4)4F14(OH)12
Gunningite,Zn(SO4)(H2O)
Günterblassite,"(K,Ca,Ba,Na,☐)3Fe[(Si,Al)13O25(OH,O)4](H2O)7"
Gunterite,Na4Ca(V10O28)(H2O)20
Gupeiite,Fe3Si
Gurimite,Ba3(VO4)2
Gurzhiite,Al(UO2)(SO4)2F(H2O)6·4H2O
Gustavite,AgPbBi3S6
Gutkovaite-Mn,"CaK2Mn(Ti,Nb)4(Si4O12)2(O,OH)4·5H2O"
Guyanaite,CrO(OH)
Gwihabaite,(NH4)(NO3)
Gypsum,Ca(SO4)(H2O)2
Gyrolite,NaCa16(Si23Al)O60(OH)8(H2O)14
Gysinite-(Ce),PbCe(CO3)2(OH)(H2O)
Gysinite-(La),PbLa(CO3)2(OH)(H2O)
Gysinite-(Nd),PbNd(CO3)2(OH)(H2O)
Haapalaite,"2[(Fe,Ni)S]·1.61[(Mg,Fe)(OH)2]"
Hafnon,Hf(SiO4)
Hagendorfite,Na2MnFe2+Fe3+(PO4)3
Haggertyite,Ba[Ti5Fe3+2Fe2+4Mg]O19
Häggite,V3+V4+O2(OH)3
Hagstromite,Pb8Cu2+(Te6+O6)2(CO3)Cl4
Haidingerite,Ca(AsO3OH)(H2O)
Haigerachite,KFe3+3(H2PO4)6(HPO4)2·4H2O
Haineaultite,"(Na,Ca)5Ca(Ti,Nb)5Si12O34(OH,F)8(H2O)·4H2O"
Hainite-(Y),Ca2(CaY)Na(NaCa)Ti(Si2O7)2(OF)F2
Haitaite-(La),LaU4+Fe3+2(Ti13Fe2+4Fe3+)O38
Haiweeite,Ca(UO2)2(Si5O12)(OH)2(H2O)6·2H2O
Hakite-(Cd),Cu6(Cu4Cd2)Sb4Se13
Hakite-(Fe),Cu6(Cu4Fe2)Sb4Se13
Hakite-(Hg),Cu6(Cu4Hg2)Sb4Se13
Hakite-(Zn),Cu6(Cu4Zn2)Sb4Se13
Halamishite,Ni5P4
Håleniusite-(Ce),CeOF
Håleniusite-(La),LaOF
Halilsarpite,[Mg(H2O)6][CaAs3+2(Fe3+2.67Mo6+0.33)(AsO4)2O7]
Halite,NaCl
Hallimondite,Pb2(UO2)(AsO4)2(H2O)n       [0 ≤ n  ≤ 0.5]
Halloysite,Al2Si2O5(OH)4
Halotrichite,Fe2+Al2(SO4)4(H2O)17·5H2O
Halurgite,Mg4(H2O)4[B8O13(OH)2]2·3H2O
Hambergite,Be2(BO3)(OH)
Hammarite,Cu2Pb2Bi4S9
Hanahanite,[Zn8(OH)14(SO4)]·3H2O
Hanauerite,AgHgSI
Hanawaltite,Hg1+6Hg2+O3Cl2
Hancockite,CaPb(Al2Fe3+)(Si2O7)(SiO4)O(OH)
Hanjiangite,Ba2Ca(V3+Al)(AlSi3O10)(OH)2F(CO3)2
Hanksite,KNa22(SO4)9(CO3)2Cl
Hannayite,(NH4)2Mg3(PO3OH)4(H2O)8
Hannebachite,Ca(SO3)(H2O)0.5
Hansblockite,"(Cu,Hg)(Bi,Pb)Se2"
Hansesmarkite,Ca2Mn2Nb6O19(H2O)16·4H2O
Hanswilkeite,KFeS2
Hapkeite,Fe2Si
Haradaite,SrV4+Si2O7
Hardystonite,Ca2ZnSi2O7
Harkerite,"Ca48Mg16[AlSi4O15(OH)]4(BO3)16(CO3)16(H2O,HCl)2"
Harmotome,Ba2(Si12Al4)O32·12H2O
Harmunite,CaFe2O4
Harrisonite,CaFe2+6(SiO4)2(PO4)2
Harstigite,Ca6Be4Mn2+(SiO4)2(Si2O7)2(OH)2
Hartkoppeite,Ca4Mn2+Mo6+6As5+4O32(OH)2(H2O)14·5H2O
Hasanovite,KNa(MoO2)(SO4)2
Hashemite,Ba(CrO4)
Hastingsite,NaCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2
Hatchite,AgTlPbAs2S5
Hatertite,NaNaCa(Cu2+Fe3+)(AsO4)3
Hatrurite,Ca3SiO5
Hauchecornite,Ni9BiSbS8
Hauckite,Fe3+3Mg24Zn18(SO4)4(CO3)2(OH)81
Hauerite,MnS2
Hausmannite,Mn2+Mn3+2O4
Haüyne,Na3Ca(Si3Al3)O12(SO4)
Hawleyite,CdS
Hawthorneite,Ba[Ti3Cr4Fe3+2Fe2+2Mg]O19
Haxonite,"(Fe,Ni)23C6"
Haycockite,Cu4Fe5S8
Haydeeite,Cu3Mg(OH)6Cl2
Hayelasdiite,[Pb4O1.5(OH)2.5(H2O)]2[Cu+5(S2O3)4(S2O2OH)2  (H2O)]·2H2O
Haynesite,(UO2)3(Se4+O3)2(OH)2·5H2O
Haywoodite,[Pb(H2O)10)][Zn12(OH)20(H2O)(SO4)3]
Hayyanite,Cu5Ag11Pb76Sb71As17(As2+)8S224
Hazenite,KNaMg2(PO4)2(H2O)14
Heamanite-(Ce),(K0.5Ce0.5)TiO3
Heazlewoodite,Ni3S2
Hechtsbergite,Bi2O(VO4)(OH)
Hectorfloresite,Na9(IO3)(SO4)4
Hectorite,"Na0.3(Mg,Li)3Si4O10(F,OH)2·nH2O"
Hedegaardite,"(Ca,Na)9(Ca,Na)Mg(PO4)6(PO3OH)"
Hedenbergite,CaFe2+Si2O6
Hedleyite,Bi7Te3
Hedyphane,Ca2Pb3(AsO4)3Cl
Heflikite,Ca2(Al2Sc)(Si2O7)(SiO4)O(OH)
Heftetjernite,ScTaO4
Heideite,"(Fe,Cr)1.15(Ti,Fe)2S4"
Heidornite,Na2Ca3B5O8(SO4)2(OH)2Cl
Heimaeyite,Na3Al(SO4)3
Heimite,PbCu2(AsO4)(OH)3(H2O)2
Heinrichite,Ba(UO2)2(AsO4)2(H2O)10
Heisenbergite,(UO2)(OH)2·H2O
Hejtmanite,Ba2Mn2+4Ti2(Si2O7)2O2(OH)2F2
Heklaite,KNaSiF6
Hellandite-(Ce),"(Ca,REE )4Ce2Al☐2(B4Si4O22)(OH)2"
Hellandite-(Y),"(Ca,REE )4Y2Al☐2(B4Si4O22)(OH)2"
Hellyerite,Ni(CO3)·6H2O
Helmutwinklerite,PbZn2(AsO4)2(H2O)2
Helvine,Be3Mn2+4(SiO4)3S
Hematite,Fe2O3
Hematolite,"(Mn,Mg,Al)15(AsO4)2(AsO3)(OH)23"
Hematophanite,"Pb4Fe3+3O8(Cl,OH)"
Hemihedrite,ZnPb10(CrO4)6(SiO4)2(OH)2
Hemimorphite,Zn4(Si2O7)(OH)2·H2O
Hemleyite,FeSiO3
Hemloite,"(Ti,V3+,Fe3+,Al)12As3+2O23(OH)"
Hemusite,Cu1+4Cu2+2SnMoS8
Hendekasartorite,Tl2Pb48As82S172
Hendersonite,"Ca1.3(V5+,V4+)6O16·6H2O"
Hendricksite,KZn3(Si3Al)O10(OH)2
Heneuite,CaMg5(PO4)3(CO3)(OH)
Henmilite,Ca2Cu[B(OH)4]2(OH)4
Hennomartinite,SrMn3+2(Si2O7)(OH)2(H2O)
Henritermierite,Ca3Mn3+2(SiO4)2(OH)4
Henryite,"(Cu,Ag)3+xTe2     [x  ~ 0.4]"
Henrymeyerite,Ba(Ti7Fe2+)O16
Henrysunite,Na2(C2H3O3)2(H2O)
Hentschelite,CuFe3+2(PO4)2(OH)2
Hephaistosite,TlPb2Cl5
Heptasartorite,Tl7Pb22As55S108
Herbertsmithite,Cu3Zn(OH)6Cl2
Hercynite,Fe2+Al2O4
Herderite,CaBe(PO4)F
Hereroite,"[Pb32(O,☐)21](AsO4)2[(Si,As,V,Mo)O4]2Cl10"
Hermannjahnite,CuZn(SO4)2
Hermannroseite,CaCu(PO4)(OH)
Herzenbergite,SnS
Hessite,Ag2Te
Hetaerolite,ZnMn3+2O4
Heterogenite,Co3+O(OH)
Heteromorphite,Pb7Sb8S19
Heterosite,Fe3+(PO4)
Heulandite-Ba,"(Ba,Ca,K)5(Si27Al9)O72·22H2O"
Heulandite-Ca,"(Ca,Na,K)5(Si27Al9)O72·26H2O"
Heulandite-K,"(K,Ca,Na)5(Si27Al9)O72·26H2O"
Heulandite-Na,"(Na,Ca,K)6(Si,Al)36O72·22H2O"
Heulandite-Sr,"(Sr,Ca,Na)5(Si27Al9)O72·24H2O"
Hewettite,CaV5+6O16(H2O)9
Hexacelsian,Ba(Al2Si2O8)
Hexaferrum,"(Fe,Os,Ru,Ir)"
Hexahydrite,Mg(SO4)(H2O)6
Hexahydroborite,Ca[B(OH)4]2·2H2O
Hexamolybdenum,"(Mo,Ru,Fe,Ir,Os)"
Hexathioplumbite,[Pb4(OH)4]Pb(S2O3)3
Heyerdahlite,Na3Mn7Ti2(Si4O12)2O2(OH)4F(H2O)2
Heyite,Pb5Fe2+2O4(VO4)2
Heyrovskýite,Pb6Bi2S9
Hezuolinite,"(Sr,REE )4Zr(Ti,Fe3+,Fe2+)2Ti2O8(Si2O7)2"
Hiärneite,Ca2Zr4Mn3+SbTiO16
Hibbingite,Fe2+2(OH)3Cl
Hibonite,Ca[Al12]O19
Hidalgoite,PbAl3(SO4)(AsO4)(OH)6
Hielscherite,Ca3Si[(SO4)(SO3)(OH)6](H2O)11
Hieratite,K2SiF6
Hilairite,Na2ZrSi3O9(H2O)3
Hilarionite,Fe3+2(SO4)(AsO4)(OH)·6H2O
Hilgardite,Ca2B5O9Cl(H2O)
Hillebrandite,Ca2SiO3(OH)2
Hillesheimite,"(K,Ca,Ba,☐)2(Mg,Fe,Ca,☐)2[(Si,Al)13O23(OH)6] (OH)·8H2O"
Hillite,Ca2Zn(PO4)2(H2O)2
Hingganite-(Ce),CeBe(SiO4)(OH)
Hingganite-(Nd),Nd2☐Be2(Si2O8)(OH)2
Hingganite-(Y),YBe(SiO4)(OH)
Hingganite-(Yb),YbBe(SiO4)(OH)
Hinokageite,MnMg(SiO4)
Hinsdalite,PbAl3(SO4)(PO4)(OH)6
Hiortdahlite,Na2Ca4(Ca0.5Zr0.5)Zr(Si2O7)2OF3
Hiroseite,FeSiO3
Hisingerite,Fe2Si2O5(OH)4·2H2O
Hitachiite,Pb5Bi2Te2S6
Hizenite-(Y),Ca2Y6(CO3)11·14H2O
Hjalmarite,Na(NaMn)Mg5Si8O22(OH)2
Hloušekite,"(Ni,Co)Cu4(AsO4)2(AsO3OH)2(H2O)7∙H2O"
Hocartite,Ag2FeSnS4
Hochelagaite,CaNb4O11·8H2O
Hochleitnerite,[(H2O)K]Mn2(Ti2Fe3+)(PO4)4O2(H2O)10·4H2O
Hodgesmithite,"(Cu,Zn)6Zn(SO4)2(OH)10·3H2O"
Hodgkinsonite,Zn2Mn2+(SiO4)(OH)2
Hodrušite,Cu8Bi12S22
Hoelite,C14H8O2
Hoganite,Cu(CH3COO)2(H2O)
Hogarthite,"(Na,K)2CaTi2Si10O26(H2O)6.5·1.5H2O"
Høgtuvaite,Ca4[Fe2+6Fe3+6]O4[Si8Be2Al2O36]
Hohmannite,Fe3+2O(SO4)2(H2O)4·4H2O
Hokkaidoite,C22H12
Holdawayite,"Mn2+6(CO3)2(OH)7(Cl,OH)"
Holdenite,Mn2+6Zn3(AsO4)2(SiO4)(OH)8
Holfertite,(UO2)1.75Ca0.25TiO4(H2O)3
Hollandite,Ba(Mn4+6Mn3+2)O16
Hollingworthite,RhAsS
Hollisterite,Al3Fe
Holmquistite,☐Li2(Mg3Al2)Si8O22(OH)2
Holtedahlite,"Mg12(PO3OH,CO3)(PO4)5(OH,O)6"
Holtite,(Ta0.6☐0.4)Al6BSi3O18
Holtstamite,Ca3Al2(SiO4)2(OH)4
Holubite,Ag3Pb6(Sb8Bi3)S24
Homilite,Ca2Fe2+B2Si2O10
Honeaite,Au3TlTe2
Honessite,"(Ni1-x Fe3+x )(SO4)x /2(OH)2·n H2O (x  < 0.5, n  < 3x /2)"
Hongheite,"Ca19Fe2+Al4(Fe3+,Mg,Al)8(☐,B)4BSi18O69(O,OH)9"
Hongshiite,PtCu
Honzaite,Ni2[AsO3(OH)]2(H2O)5
Hopeite,Zn3(PO4)2(H2O)4
Hoperanchite,(NH4)2(S2O3)
Hopmannite,Ba2(Ti5Fe)O13
Horákite,(Bi7O7OH)[(UO2)4(PO4)2(AsO4)2(OH)2]·3.5H2O
Horiite,Ba2Mn2Mn4Ti2(Si2O7)2(PO4)2O2(OH)2
Hörnesite,Mg3(AsO4)2(H2O)8
Horomanite,Fe6Ni3S8
Horváthite-(Y),NaY(CO3)F2
Höslite,Fe3+3(VO4)2(SO4)(OH)(H2O)4·3H2O
Hotsonite,Al5(SO4)(PO4)(OH)10·8H2O
Housleyite,Pb6CuTe4O18(OH)2
Howardevansite,NaCu2+Fe3+2(VO4)3
Howieite,"Na(Fe2+,Fe3+,Al,Mg)12(Si6O17)2(O,OH)10"
Howlite,Ca2SiB5O9(OH)5
Hrabákite,Ni9PbSbS8
Hsianghualite,Li2Ca3Be3(SiO4)3F2
Huanghoite-(Ce),BaCe(CO3)2F
Huanghoite-(Nd),BaNd(CO3)2F
Huangite,Ca0.5Al3(SO4)2(OH)6
Huanzalaite,Mg(WO4)
Hubbardite,Mg(H2O)6[(UO2)2O(OH)(SO4)]2·8H2O
Hubeite,Ca2Mn2+Fe3+Si4O12(OH)(H2O)·H2O
Hübnerite,Mn2+(WO4)
Huemulite,Na4MgV5+10O28(H2O)20·4H2O
Huenite,Cu4(MoO4)3(OH)2
Hügelite,Pb2(UO2)3(AsO4)2O2(H2O)5
Hughesite,Na3AlV10O28(H2O)18·4H2O
Huizingite-(Al),(NH4)9Al3(SO4)8(OH)2(H2O)4
Hulsite,Fe2+2Fe3+O2(BO3)
Humberstonite,K3Na7Mg2(SO4)6(NO3)2(H2O)6
Humboldtine,Fe2+(C2O4)(H2O)2
Humite,Mg7(SiO4)3F2
Hummerite,KMgV5+5O14(H2O)8
Hunchunite,Au2Pb
Hundholmenite-(Y),"(Y,REE ,Ca,Na)15(Al,Fe3+)CaxAs3+1-x(Si,As5+)  Si6B3(O,F)48"
Hungchaoite,Mg(H2O)5B4O5(OH)4·2H2O
Huntingdonite,Pb19Sb16As6S51Cl2
Huntite,CaMg3(CO3)4
